"CÃ³d.produto","referencia","Matriz"
NULL,NULL,"10021400_10021500.SD01"
NULL,NULL,"101.001.R002"
NULL,NULL,"101.003.R005"
NULL,NULL,"101.005.C001"
NULL,NULL,"101.009.R007"
NULL,NULL,"101.009.R008"
NULL,NULL,"101.010.R010"
NULL,NULL,"101.017.I001"
NULL,NULL,"101.017.R001"
NULL,NULL,"101.018.C047"
NULL,NULL,"101.018.R086"
NULL,NULL,"101.020.R001"
NULL,NULL,"101.020.R137"
NULL,NULL,"101.032.R120"
NULL,NULL,"101.049.R001"
NULL,NULL,"101.059.R001"
NULL,NULL,"101.060.R001"
NULL,NULL,"101.105.R001"
NULL,NULL,"101.116.R001"
NULL,NULL,"101.125.I001"
NULL,NULL,"101.125.I002"
NULL,NULL,"101.125.I003"
NULL,NULL,"101.125.I004"
NULL,NULL,"101.126.I002"
NULL,NULL,"101.134.R001"
NULL,NULL,"101.135.I001"
NULL,NULL,"101.141.E001"
NULL,NULL,"101.141.F001"
NULL,NULL,"101.141.S001"
NULL,NULL,"101.142.S001"
NULL,NULL,"101.149.R001"
NULL,NULL,"101.154.I011"
NULL,NULL,"101.158.I001"
NULL,NULL,"101.159.S001"
NULL,NULL,"101.160.I011"
NULL,NULL,"101.164.R001"
NULL,NULL,"101.166.R001"
NULL,NULL,"101.167.S001"
NULL,NULL,"101.170.R001"
NULL,NULL,"101.171.R001"
NULL,NULL,"101.175.R001"
NULL,NULL,"101.176.R001"
NULL,NULL,"101.182.F001"
NULL,NULL,"101.182.I030"
NULL,NULL,"101.183.E001"
NULL,NULL,"101.183.F001"
NULL,NULL,"101.183.F002"
NULL,NULL,"101.184.F001"
NULL,NULL,"101.184.F002"
NULL,NULL,"101.184.I001"
NULL,NULL,"101.184.R001"
NULL,NULL,"101.191.F001"
NULL,NULL,"101.192.F001"
NULL,NULL,"101.194.F001"
NULL,NULL,"101.195.F001"
NULL,NULL,"101.198.F001"
NULL,NULL,"101.204.F001"
NULL,NULL,"102.009.R001"
NULL,NULL,"102.012.C005"
NULL,NULL,"102.012.C006"
NULL,NULL,"102.051.R127"
NULL,NULL,"102.054.R012"
NULL,NULL,"102.069.R013"
NULL,NULL,"102.069.R014"
NULL,NULL,"102.084.I002"
NULL,NULL,"102.084.R017"
NULL,NULL,"102.084.R105"
NULL,NULL,"102.105.M006"
NULL,NULL,"102.109.M009"
NULL,NULL,"102.109.M010"
NULL,NULL,"102.117.C001"
NULL,NULL,"102.118.M054"
NULL,NULL,"102.121.F040"
NULL,NULL,"102.121.M011"
NULL,NULL,"102.121.M012"
NULL,NULL,"102.122.F041"
NULL,NULL,"102.161.R092"
NULL,NULL,"102.165.R001"
NULL,NULL,"102.168.R094"
NULL,NULL,"102.172.R095"
NULL,NULL,"102.174.I050"
NULL,NULL,"102.177.R097"
NULL,NULL,"102.192.C066"
NULL,NULL,"102.192.C66"
NULL,NULL,"102.204.I001"
NULL,NULL,"102.204.T001"
NULL,NULL,"102.209.R001"
NULL,NULL,"102.209.R002"
NULL,NULL,"102.214.F001"
NULL,NULL,"102.218.C001"
NULL,NULL,"102.218.C002"
NULL,NULL,"102.218.C003"
NULL,NULL,"102.222.F001"
NULL,NULL,"102.223.R002"
NULL,NULL,"102.223.R004"
NULL,NULL,"102.223.S001"
NULL,NULL,"102.235.C001"
NULL,NULL,"102.237.C001"
NULL,NULL,"102.243.C001"
NULL,NULL,"102.243.C002"
NULL,NULL,"102.244.I001"
NULL,NULL,"102.257.I001"
NULL,NULL,"102.257.I002"
NULL,NULL,"102.266.C001"
NULL,NULL,"102.266.R100"
NULL,NULL,"102.266.S002"
NULL,NULL,"102.266.S004"
NULL,NULL,"102.266.S005"
NULL,NULL,"102.268.C001"
NULL,NULL,"102.278.F001"
NULL,NULL,"102.282.F001"
NULL,NULL,"102.283.M001"
NULL,NULL,"102.285.C002"
NULL,NULL,"102.285.F001"
NULL,NULL,"102.285.I001"
NULL,NULL,"102.286.I001"
NULL,NULL,"102.287.C001"
NULL,NULL,"102.289.F001"
NULL,NULL,"102.289.R001"
NULL,NULL,"102.295.C001"
NULL,NULL,"102.295.C002"
NULL,NULL,"102.295.F001"
NULL,NULL,"102.295.I001"
NULL,NULL,"102.295.R001"
NULL,NULL,"102.296.C001"
NULL,NULL,"102.296.R001"
NULL,NULL,"102.297.C001"
NULL,NULL,"102.297.F001"
NULL,NULL,"102.297.F002"
NULL,NULL,"102.297.F003"
NULL,NULL,"102.297.F004"
NULL,NULL,"102.297.F005"
NULL,NULL,"102.297.I001"
NULL,NULL,"102.297.R001"
NULL,NULL,"102.297.R002"
NULL,NULL,"102.297.S001"
NULL,NULL,"102.298.C001"
NULL,NULL,"102.298.F001"
NULL,NULL,"102.298.F002"
NULL,NULL,"102.298.F003"
NULL,NULL,"102.298.F004"
NULL,NULL,"102.298.F005"
NULL,NULL,"102.298.I001"
NULL,NULL,"102.298.R001"
NULL,NULL,"102161.R092"
NULL,NULL,"103.005.C001"
NULL,NULL,"103.005.C002"
NULL,NULL,"103.007.C016"
NULL,NULL,"103.008.R020"
NULL,NULL,"103.009.R001"
NULL,NULL,"103.009.R022"
NULL,NULL,"103.009.R023"
NULL,NULL,"103.011.R024"
NULL,NULL,"103.012.R025"
NULL,NULL,"103.016.R026"
NULL,NULL,"103.021.M014"
NULL,NULL,"103.021.R030"
NULL,NULL,"103.032.M016"
NULL,NULL,"103.035.R001"
NULL,NULL,"103.037.M064"
NULL,NULL,"103.037.M066"
NULL,NULL,"103.037.M067"
NULL,NULL,"103.045.R034"
NULL,NULL,"103.046.R035"
NULL,NULL,"103.056.F001"
NULL,NULL,"103.058.R001"
NULL,NULL,"103.058.R036"
NULL,NULL,"103.059.R001"
NULL,NULL,"103.059.R037"
NULL,NULL,"103.065.R039"
NULL,NULL,"103.068.I014"
NULL,NULL,"103.071.I015"
NULL,NULL,"103.071.R041"
NULL,NULL,"103.100.S001"
NULL,NULL,"103.108.S001"
NULL,NULL,"103.109.C001"
NULL,NULL,"103.109.F001"
NULL,NULL,"103.110.C001"
NULL,NULL,"103.110.R045"
NULL,NULL,"103.112.C001"
NULL,NULL,"103.112.R047"
NULL,NULL,"103.113.C001"
NULL,NULL,"103.113.R048"
NULL,NULL,"103.114.R049"
NULL,NULL,"103.115.C001"
NULL,NULL,"103.115.R050"
NULL,NULL,"103.116.C001"
NULL,NULL,"103.116.R051"
NULL,NULL,"103.117.R052"
NULL,NULL,"103.134.R053"
NULL,NULL,"103.136.R054"
NULL,NULL,"103.136.R055"
NULL,NULL,"103.147.I052"
NULL,NULL,"103.147.R001"
NULL,NULL,"103.147.R057"
NULL,NULL,"103.156.R061"
NULL,NULL,"103.159.R062"
NULL,NULL,"103.163.C098"
NULL,NULL,"103.163.C106"
NULL,NULL,"103.174.C001"
NULL,NULL,"103.174.C053"
NULL,NULL,"103.180.R064"
NULL,NULL,"103.191.R001"
NULL,NULL,"103.202.R001"
NULL,NULL,"103.202.R002"
NULL,NULL,"103.224.R114"
NULL,NULL,"103.234.F095"
NULL,NULL,"103.255.C001"
NULL,NULL,"103.269.S001"
NULL,NULL,"103.270.S001"
NULL,NULL,"103.272.C010"
NULL,NULL,"103.276.C001"
NULL,NULL,"103.282.F002"
NULL,NULL,"103.296.F001"
NULL,NULL,"103.296.R001"
NULL,NULL,"103.303.I001"
NULL,NULL,"103.311.I001"
NULL,NULL,"103.311.I002"
NULL,NULL,"103.311.R003"
NULL,NULL,"103.311.S001"
NULL,NULL,"103.311.S002"
NULL,NULL,"103.317.C001"
NULL,NULL,"103.318.F002"
NULL,NULL,"103.318.I006"
NULL,NULL,"103.318.I007"
NULL,NULL,"103.326.I001"
NULL,NULL,"103.329.R002"
NULL,NULL,"103.329.S002"
NULL,NULL,"103.329.S004"
NULL,NULL,"103.342.F010"
NULL,NULL,"103.342.I001"
NULL,NULL,"103.342.I006"
NULL,NULL,"103.342.R003"
NULL,NULL,"103.342.R004"
NULL,NULL,"103.342.R005"
NULL,NULL,"103.342.S001"
NULL,NULL,"103.343.I001"
NULL,NULL,"103.343.I002"
NULL,NULL,"103.347.C001"
NULL,NULL,"103.350.C001"
NULL,NULL,"103.351.I001"
NULL,NULL,"103.359.R001"
NULL,NULL,"103.360.R001"
NULL,NULL,"103.361.R001"
NULL,NULL,"103.362.R001"
NULL,NULL,"103.364.C001"
NULL,NULL,"103.364.C011"
NULL,NULL,"103.364.F011"
NULL,NULL,"103.365.C010"
NULL,NULL,"103.365.C011"
NULL,NULL,"103.365.F001"
NULL,NULL,"103.365.F003"
NULL,NULL,"103.365.F004"
NULL,NULL,"103.365.F010"
NULL,NULL,"103.365.F011"
NULL,NULL,"103.365.R001"
NULL,NULL,"103.365.R011"
NULL,NULL,"103.365.S001"
NULL,NULL,"103.366.F001"
NULL,NULL,"103.366.R001"
NULL,NULL,"103.374.C001"
NULL,NULL,"103.375.I001"
NULL,NULL,"103.376.R001"
NULL,NULL,"103.379.F001"
NULL,NULL,"103.379.I001"
NULL,NULL,"103.383.F001"
NULL,NULL,"103.383.R001"
NULL,NULL,"103.384.F001"
NULL,NULL,"103.384.R001"
NULL,NULL,"103.388.F001"
NULL,NULL,"103.388.S001"
NULL,NULL,"103.390.C001"
NULL,NULL,"103.390.R001"
NULL,NULL,"103.393.C001"
NULL,NULL,"103.393.R001"
NULL,NULL,"103.397.F002"
NULL,NULL,"103.397.F004"
NULL,NULL,"103.397.R001"
NULL,NULL,"103.398.C001"
NULL,NULL,"103.398.F001"
NULL,NULL,"103.398.F002"
NULL,NULL,"103.398.R001"
NULL,NULL,"103.400.R001"
NULL,NULL,"103.401.R001"
NULL,NULL,"103.401.S001"
NULL,NULL,"103.403.F001"
NULL,NULL,"103.413.I001"
NULL,NULL,"103.415.I001"
NULL,NULL,"103.425.C001"
NULL,NULL,"103.426.R001"
NULL,NULL,"103.427.F001"
NULL,NULL,"103.427.R001"
NULL,NULL,"103.428.F001"
NULL,NULL,"103.428.F002"
NULL,NULL,"103.428.F003"
NULL,NULL,"103.429.F001"
NULL,NULL,"103.429.F002"
NULL,NULL,"103.429.F003"
NULL,NULL,"104.015.R069"
NULL,NULL,"104.021.C002"
NULL,NULL,"104.088.R001"
NULL,NULL,"104.100.R001"
NULL,NULL,"104.105.F001"
NULL,NULL,"104.107.R001"
NULL,NULL,"104.109.R001"
NULL,NULL,"104.110.R001"
NULL,NULL,"104.112.I001"
NULL,NULL,"104.113.I001"
NULL,NULL,"105.045.F016"
NULL,NULL,"105.059.F001"
NULL,NULL,"105.073.F001"
NULL,NULL,"105.091.F018"
NULL,NULL,"105.123.F001"
NULL,NULL,"105.134.F001"
NULL,NULL,"105.156.F021"
NULL,NULL,"105.157.F001"
NULL,NULL,"105.157.F086"
NULL,NULL,"105.162.F001"
NULL,NULL,"105.162.F085"
NULL,NULL,"105.171.F022"
NULL,NULL,"105.171.I001"
NULL,NULL,"105.181.C091"
NULL,NULL,"105.181.I059"
NULL,NULL,"105.195.I001"
NULL,NULL,"105.196.I001"
NULL,NULL,"105.196.I002"
NULL,NULL,"105.197.I001"
NULL,NULL,"105.201.I001"
NULL,NULL,"105.201.R001"
NULL,NULL,"105.202.F001"
NULL,NULL,"105.202.R001"
NULL,NULL,"105.203.R001"
NULL,NULL,"111.001.R001"
NULL,NULL,"111.001.R071"
NULL,NULL,"111.002.R002"
NULL,NULL,"111.011.C046"
NULL,NULL,"111.011.R072"
NULL,NULL,"111.015.R119"
NULL,NULL,"111.019.R140"
NULL,NULL,"111.019.R141"
NULL,NULL,"111.020.R002"
NULL,NULL,"111.020.R138"
NULL,NULL,"111.022.T001"
NULL,NULL,"111.037.R001"
NULL,NULL,"114.001.R118"
NULL,NULL,"119.005.F001"
NULL,NULL,"119.005.F002"
NULL,NULL,"119.005.F041"
NULL,NULL,"119.014.R001"
NULL,NULL,"119.015.R001"
NULL,NULL,"124.022.C048"
NULL,NULL,"124.022.C049"
NULL,NULL,"124.478.R001"
NULL,NULL,"124.509.R001"
NULL,NULL,"124.510.C001"
NULL,NULL,"124.537.T001"
NULL,NULL,"124.537.T002"
NULL,NULL,"124.537.T003"
NULL,NULL,"124.537.T004"
NULL,NULL,"124.552.F001"
NULL,NULL,"124.560.R001"
NULL,NULL,"124.570.F001"
NULL,NULL,"124.625.R001"
NULL,NULL,"124.630.F001"
NULL,NULL,"124.648.F001"
NULL,NULL,"124.676.F001"
NULL,NULL,"124.677.R001"
NULL,NULL,"124.683.F001"
NULL,NULL,"124.683.R001"
NULL,NULL,"124.724.T001"
NULL,NULL,"124.730.C001"
NULL,NULL,"124.731.C001"
NULL,NULL,"124.731.C002"
NULL,NULL,"124.731.I001"
NULL,NULL,"124.746.R002"
NULL,NULL,"124.755.R001"
NULL,NULL,"124.758.R010"
NULL,NULL,"124.759.R001"
NULL,NULL,"124.759.R002"
NULL,NULL,"124.803.C001"
NULL,NULL,"124.811.S001"
NULL,NULL,"124.811.T001"
NULL,NULL,"124.839.R001"
NULL,NULL,"124.840.R001"
NULL,NULL,"124.DB0002"
NULL,NULL,"124.S002"
NULL,NULL,"127.001.C001"
NULL,NULL,"127.001.I061"
NULL,NULL,"143.002.R075"
NULL,NULL,"147.002.F026"
NULL,NULL,"147.002.R076"
NULL,NULL,"147.003.F001"
NULL,NULL,"147.003.F002"
NULL,NULL,"155.001.I029"
NULL,NULL,"155.001.R099"
NULL,NULL,"155.006.C036"
NULL,NULL,"155.006.C092"
NULL,NULL,"155.006.F028"
NULL,NULL,"155.013.R079"
NULL,NULL,"155.017.M055"
NULL,NULL,"155.021.E001"
NULL,NULL,"155.078.R078"
NULL,NULL,"162.026.R001"
NULL,NULL,"163.001.R088"
NULL,NULL,"163.002.R089"
NULL,NULL,"165.001.I030"
NULL,NULL,"165.001.R080"
NULL,NULL,"165.001.R081"
NULL,NULL,"165.001.R082"
NULL,NULL,"165.004.C001"
NULL,NULL,"165.004.R001"
NULL,NULL,"165.015.R083"
NULL,NULL,"165.015.R084"
NULL,NULL,"165.015.R111"
NULL,NULL,"165.020.R110"
NULL,NULL,"165.021.R128"
NULL,NULL,"165.025.R126"
NULL,NULL,"165.033.R139"
NULL,NULL,"165.034.R001"
NULL,NULL,"165.035.R001"
NULL,NULL,"165.037.R001"
NULL,NULL,"165.037.R002"
NULL,NULL,"165.037.R003"
NULL,NULL,"169.009.R001"
NULL,NULL,"169.010.R002"
NULL,NULL,"169.019.R002"
NULL,NULL,"169.026.I001"
NULL,NULL,"180.009.R001"
NULL,NULL,"180.012.C037"
NULL,NULL,"180.012.I033"
NULL,NULL,"180.012.I035"
NULL,NULL,"180.012.I036"
NULL,NULL,"180.012.I037"
NULL,NULL,"180.012.I040"
NULL,NULL,"180.012.I057"
NULL,NULL,"180.012.I060"
NULL,NULL,"180.012.I067"
NULL,NULL,"180.014.S001"
NULL,NULL,"180.022.I001"
NULL,NULL,"180.022.I002"
NULL,NULL,"180.024.S001"
NULL,NULL,"180.029.R109"
NULL,NULL,"180.035"
NULL,NULL,"180.035.C001"
NULL,NULL,"180.040.F002"
NULL,NULL,"180.042.S001"
NULL,NULL,"180.050.S002"
NULL,NULL,"180.055.I001"
NULL,NULL,"180.057.S001"
NULL,NULL,"180.058.C001"
NULL,NULL,"180.059.C001"
NULL,NULL,"180.064.R001"
NULL,NULL,"180.064.R002"
NULL,NULL,"180.074.R001"
NULL,NULL,"180.076.F001"
NULL,NULL,"180.082.F001"
NULL,NULL,"180.090.C001"
NULL,NULL,"180.093.E001"
NULL,NULL,"180.093.I002"
NULL,NULL,"180.097.I001"
NULL,NULL,"180.098.I001"
NULL,NULL,"180.100.C001"
NULL,NULL,"180.101.R001"
NULL,NULL,"180.102.C002"
NULL,NULL,"180.103.F001"
NULL,NULL,"180.104.C001"
NULL,NULL,"180.104.I001"
NULL,NULL,"180.104.I002"
NULL,NULL,"180.104.I003"
NULL,NULL,"180.104.I004"
NULL,NULL,"180.104.R001"
NULL,NULL,"180.104.R002"
NULL,NULL,"180.104.R003"
NULL,NULL,"180.104.R004"
NULL,NULL,"180.104.R005"
NULL,NULL,"181.013.R001"
NULL,NULL,"182.007.L001"
NULL,NULL,"182.007.R002"
NULL,NULL,"182.007.R003"
NULL,NULL,"182.008.I001"
NULL,NULL,"182.009 F001"
NULL,NULL,"182.009.S001"
NULL,NULL,"185.001.C042"
NULL,NULL,"185.001.I001"
NULL,NULL,"185.002.R104"
NULL,NULL,"185.004.C001"
NULL,NULL,"188.002.R102"
NULL,NULL,"191.005.C001"
NULL,NULL,"191.005.F040"
NULL,NULL,"191.005.I003"
NULL,NULL,"191.005.I005"
NULL,NULL,"191.006.R001"
NULL,NULL,"191.010.C001"
NULL,NULL,"191.011.R001"
NULL,NULL,"191.015"
NULL,NULL,"191.019.I003"
NULL,NULL,"191.02.C002"
NULL,NULL,"191.021F002"
NULL,NULL,"191.026.I002"
NULL,NULL,"191.030.I001"
NULL,NULL,"191.031.I001"
NULL,NULL,"191.032.C001"
NULL,NULL,"191.032.F001"
NULL,NULL,"191.042.F002"
NULL,NULL,"191.047.F002"
NULL,NULL,"191.048.I003"
NULL,NULL,"191.048.R002"
NULL,NULL,"191.049.C001"
NULL,NULL,"191.049.F001"
NULL,NULL,"191.049.F002"
NULL,NULL,"191.049.R001"
NULL,NULL,"191.050.R001"
NULL,NULL,"191.063.C001"
NULL,NULL,"191.066.S001"
NULL,NULL,"191.072.I001"
NULL,NULL,"191.072.I002"
NULL,NULL,"191.073.I001"
NULL,NULL,"191.073.I002"
NULL,NULL,"191.073.R001"
NULL,NULL,"191.074.I001"
NULL,NULL,"191.076.R001"
NULL,NULL,"191.083.F001"
NULL,NULL,"191.083.F004"
NULL,NULL,"191.083.F008"
NULL,NULL,"191.084.F005"
NULL,NULL,"191.084.I001"
NULL,NULL,"191.084.I002"
NULL,NULL,"191.084.R003"
NULL,NULL,"191.085.F001"
NULL,NULL,"191.088.I001"
NULL,NULL,"191.089.I001"
NULL,NULL,"191.089.I002"
NULL,NULL,"191.149.R001"
NULL,NULL,"191.159.I002"
NULL,NULL,"191.SIPORTE S001"
NULL,NULL,"191.SIPORTE S002"
NULL,NULL,"193.003.R001"
NULL,NULL,"194.002.R117"
NULL,NULL,"195.009.R001"
NULL,NULL,"195.012.R001"
NULL,NULL,"195.039.C002"
NULL,NULL,"195.041.I010"
NULL,NULL,"197.001.C001"
NULL,NULL,"197.001.I071"
NULL,NULL,"197.004.C001"
NULL,NULL,"197.004.F001"
NULL,NULL,"200.001.C001"
NULL,NULL,"200.001.F097"
NULL,NULL,"200.001.R115"
NULL,NULL,"200.002.C100"
NULL,NULL,"200.002.F098"
NULL,NULL,"200.003.F102"
NULL,NULL,"201.004.S010"
NULL,NULL,"201.007.I001"
NULL,NULL,"201.007.R001"
NULL,NULL,"201.007.R003"
NULL,NULL,"201.008.R001"
NULL,NULL,"204.002.E001"
NULL,NULL,"205.005.R001"
NULL,NULL,"207.001.F001"
NULL,NULL,"207.005.F001"
NULL,NULL,"207.005.F002"
NULL,NULL,"208.001.C001"
NULL,NULL,"208.001.F001"
NULL,NULL,"208.001.F002"
NULL,NULL,"208.001.R129"
NULL,NULL,"208.001.S001"
NULL,NULL,"208.002.R130"
NULL,NULL,"208.002.T002"
NULL,NULL,"208.005.R131"
NULL,NULL,"208.005.R133"
NULL,NULL,"208.008.R001"
NULL,NULL,"208.014.R001"
NULL,NULL,"208.020.I001"
NULL,NULL,"208.020.R001"
NULL,NULL,"208.021.I001"
NULL,NULL,"208.021.R001"
NULL,NULL,"208.027.C001"
NULL,NULL,"208.027.I001"
NULL,NULL,"208.027.R001"
NULL,NULL,"208.028.C001"
NULL,NULL,"208.029.C001"
NULL,NULL,"208.029.I001"
NULL,NULL,"208.031.C001"
NULL,NULL,"208.033.R001"
NULL,NULL,"208.034.C001"
NULL,NULL,"208.035.R001"
NULL,NULL,"208.036.R001"
NULL,NULL,"208.039.C001"
NULL,NULL,"208.049.C002"
NULL,NULL,"208.049.I001"
NULL,NULL,"208.049.I002"
NULL,NULL,"208.049.I003"
NULL,NULL,"208.050.I001"
NULL,NULL,"208.051.I001"
NULL,NULL,"208.060.C001"
NULL,NULL,"208.060.F001"
NULL,NULL,"208.060.F002"
NULL,NULL,"208.060.F003"
NULL,NULL,"208.060.R001"
NULL,NULL,"208.064.C001"
NULL,NULL,"208.064.R001"
NULL,NULL,"208.073.C001"
NULL,NULL,"208.073.C002"
NULL,NULL,"208.073.C003"
NULL,NULL,"208.073.F001"
NULL,NULL,"208.073.R001"
NULL,NULL,"208.074.C001"
NULL,NULL,"208.074.C002"
NULL,NULL,"208.076.C001"
NULL,NULL,"208.076.C002"
NULL,NULL,"208.076.F001"
NULL,NULL,"208.076.F002"
NULL,NULL,"208.076.F003"
NULL,NULL,"208.076.F004"
NULL,NULL,"208.079.F001"
NULL,NULL,"208.079.F002"
NULL,NULL,"208.080.C001"
NULL,NULL,"208.080.F001"
NULL,NULL,"208.080.F002"
NULL,NULL,"208.080.R001"
NULL,NULL,"208.081.C001"
NULL,NULL,"208.081.F001"
NULL,NULL,"208.081.F002"
NULL,NULL,"208.081.F003"
NULL,NULL,"208.083.F001"
NULL,NULL,"208.083.F002"
NULL,NULL,"208.083.F003"
NULL,NULL,"208.20.C001"
NULL,NULL,"210.029.I001"
NULL,NULL,"210.034.C002"
NULL,NULL,"210.035.C002"
NULL,NULL,"210.036.C002"
NULL,NULL,"210.036.I001"
NULL,NULL,"216.009.F001"
NULL,NULL,"221.003.F001"
NULL,NULL,"230.003.R001"
NULL,NULL,"236.001.R001"
NULL,NULL,"238.001.I001"
NULL,NULL,"238.001.I002"
NULL,NULL,"238.001.I003"
NULL,NULL,"238.001.I004"
NULL,NULL,"238.001.R005"
NULL,NULL,"238.002.C001"
NULL,NULL,"238.002.R001"
NULL,NULL,"238.003.C001"
NULL,NULL,"238.003.R001"
NULL,NULL,"239.001.I002"
NULL,NULL,"239.001.I020"
NULL,NULL,"239.001.R003"
NULL,NULL,"239.001.R004"
NULL,NULL,"239.001.R010"
NULL,NULL,"239.002.F001"
NULL,NULL,"239.003.F001"
NULL,NULL,"239.003.F002"
NULL,NULL,"239.013.C001"
NULL,NULL,"239.013.F001"
NULL,NULL,"239.014.F001"
NULL,NULL,"239.015.F001"
NULL,NULL,"239.015.R002"
NULL,NULL,"239.022.F001"
NULL,NULL,"239.023.F001"
NULL,NULL,"239.024.F001"
NULL,NULL,"239.05.F001"
NULL,NULL,"241.001.L001"
NULL,NULL,"245.004.C011"
NULL,NULL,"245.004.F002"
NULL,NULL,"245.004.F003"
NULL,NULL,"245.004.F010"
NULL,NULL,"245.004.F012"
NULL,NULL,"245.004.F013"
NULL,NULL,"245.004.I001"
NULL,NULL,"245.004.I002"
NULL,NULL,"245.004.I003"
NULL,NULL,"245.006.F001"
NULL,NULL,"245.006.F011"
NULL,NULL,"245.007.I001"
NULL,NULL,"245.007.R001"
NULL,NULL,"245.008.C001"
NULL,NULL,"245.008.R001"
NULL,NULL,"245.009.C001"
NULL,NULL,"245.009.R001"
NULL,NULL,"245.010.C001"
NULL,NULL,"245.014.I001"
NULL,NULL,"245.017.F001"
NULL,NULL,"245.017.F010"
NULL,NULL,"245.017.R010"
NULL,NULL,"245.018.I010"
NULL,NULL,"245.020.I010"
NULL,NULL,"245.025.C001"
NULL,NULL,"245.066.R001"
NULL,NULL,"246.004.I001"
NULL,NULL,"252.005.F005"
NULL,NULL,"252.005.F006"
NULL,NULL,"252.005.I003"
NULL,NULL,"252.006.I001"
NULL,NULL,"252.006.I003"
NULL,NULL,"252.006.I006"
NULL,NULL,"252.007.F003"
NULL,NULL,"252.009.F003"
NULL,NULL,"252.011.F001"
NULL,NULL,"252.011.F002"
NULL,NULL,"252.011.F003"
NULL,NULL,"252.011.R001"
NULL,NULL,"252.014.R001"
NULL,NULL,"252.015.R001"
NULL,NULL,"252.016.C001"
NULL,NULL,"252.017.C001"
NULL,NULL,"252.020.F001"
NULL,NULL,"252.020.F002"
NULL,NULL,"252.021.I003"
NULL,NULL,"252.022.F001"
NULL,NULL,"252.023.F003"
NULL,NULL,"252.023.R001"
NULL,NULL,"252.027.R001"
NULL,NULL,"252.028.F001"
NULL,NULL,"252.028.F002"
NULL,NULL,"252.028.F003"
NULL,NULL,"252.028.F004"
NULL,NULL,"252.028.I001"
NULL,NULL,"252.028.I002"
NULL,NULL,"252.028.I003"
NULL,NULL,"252.028.I004"
NULL,NULL,"252.028.I005"
NULL,NULL,"252.029.I001"
NULL,NULL,"252.029.I002"
NULL,NULL,"252.029.I003"
NULL,NULL,"252.035.C001"
NULL,NULL,"260.040.T001"
NULL,NULL,"260.044.I001"
NULL,NULL,"261.003.R001"
NULL,NULL,"261.008.C001"
NULL,NULL,"261.008.M001"
NULL,NULL,"261.008.R001"
NULL,NULL,"261.008.R002"
NULL,NULL,"261.020.C002"
NULL,NULL,"261.024.R001"
NULL,NULL,"261.026.R001"
NULL,NULL,"267.001.C001"
NULL,NULL,"267.001.F001"
NULL,NULL,"267.001.F002"
NULL,NULL,"267.002.F001"
NULL,NULL,"267.002.F003"
NULL,NULL,"267.003.I001"
NULL,NULL,"267.003.S001"
NULL,NULL,"267.004.C001"
NULL,NULL,"267.004.F001"
NULL,NULL,"267.004.R002"
NULL,NULL,"267.004.R003"
NULL,NULL,"267.004.R004"
NULL,NULL,"267.007.S001"
NULL,NULL,"267.007.S002"
NULL,NULL,"267.008.R001"
NULL,NULL,"267.012.R001"
NULL,NULL,"267.014.R001"
NULL,NULL,"267.015.R001"
NULL,NULL,"267.018.R001"
NULL,NULL,"267.021.F001"
NULL,NULL,"267.021.R001"
NULL,NULL,"267.023.R001"
NULL,NULL,"267.024.R001"
NULL,NULL,"268.001.S002"
NULL,NULL,"275.001.C001"
NULL,NULL,"275.001.C002"
NULL,NULL,"276.002.I001"
NULL,NULL,"276.002.R001"
NULL,NULL,"278.002.R001"
NULL,NULL,"279.001.R001"
NULL,NULL,"279.003.F001"
NULL,NULL,"279.004.C001"
NULL,NULL,"279.004.F001"
NULL,NULL,"279.004.F002"
NULL,NULL,"279.004.F004"
NULL,NULL,"279.004.R001"
NULL,NULL,"279.004.R002"
NULL,NULL,"279.006.F001"
NULL,NULL,"279.007.F001"
NULL,NULL,"283.001.F001"
NULL,NULL,"286.001.I001"
NULL,NULL,"287.003.R001"
NULL,NULL,"288.001.E001"
NULL,NULL,"288.001.I001"
NULL,NULL,"288.001.I002"
NULL,NULL,"288.001.I003"
NULL,NULL,"288.001.I006"
NULL,NULL,"288.001.R001"
NULL,NULL,"288.001.R002"
NULL,NULL,"888.888.F000"
NULL,NULL,"CE.101.183.F001-F"
NULL,NULL,"CE.101.183.F002-F"
NULL,NULL,"CE.101.184.F001-F"
NULL,NULL,"CE.101.184.F002-F"
NULL,NULL,"CE.191.084.F002-F"
NULL,NULL,"CE.208.036.R001-R"
NULL,NULL,"DV1000"
NULL,NULL,"EFM0301"
NULL,NULL,"MATRIZ"
NULL,NULL,"MI1250"
NULL,NULL,"MI1265"
NULL,NULL,"MP0140.I001"
NULL,NULL,"MP0631.I001"
NULL,NULL,"MP0631.R001"
NULL,NULL,"MP3402.R001"
NULL,NULL,"MZ 103.398.C001"
NULL,NULL,"MZ 103.403.R001"
NULL,NULL,"MZ 103.406.R001"
NULL,NULL,"MZ 279.004.F004"
NULL,NULL,"P00021"
NULL,NULL,"P0005"
NULL,NULL,"P002"
NULL,NULL,"PADRAO.R003"
NULL,NULL,"PADRAO.R005"
NULL,NULL,"RI0014.S001"
NULL,NULL,"RK0001.T001"
NULL,NULL,"SF0000.S001"
NULL,NULL,"TESTE ENG. PROCESS"
